source_row_uid,election,stat_area_vintage,source_locality_code,source_locality_name,effective_locality_code,effective_locality_name,source_kalpi,ballot_base,eligible_voters,actual_voters,gap_reason_code,resolution_state,classification_confidence,gap_explanation,arcgis_audit_status,arcgis_audit_reason,arcgis_review_decision,arcgis_review_basis,final_assignment_method,final_assignment_source,unresolved_reason
K18:3359,K18,2008,498,טורעאן,498,טורעאן,2,2,631,346,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3360,K18,2008,498,טורעאן,498,טורעאן,3,3,680,399,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3361,K18,2008,498,טורעאן,498,טורעאן,4,4,579,304,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3362,K18,2008,498,טורעאן,498,טורעאן,5,5,595,363,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3363,K18,2008,498,טורעאן,498,טורעאן,6,6,627,323,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3364,K18,2008,498,טורעאן,498,טורעאן,7,7,613,342,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3365,K18,2008,498,טורעאן,498,טורעאן,8,8,536,316,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3366,K18,2008,498,טורעאן,498,טורעאן,9,9,618,400,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3608,K18,2008,499,יפיע,499,יפיע,1,1,737,330,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3617,K18,2008,499,יפיע,499,יפיע,10,10,726,373,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3618,K18,2008,499,יפיע,499,יפיע,11,11,758,302,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3619,K18,2008,499,יפיע,499,יפיע,12,12,734,333,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3620,K18,2008,499,יפיע,499,יפיע,13,13,762,256,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3609,K18,2008,499,יפיע,499,יפיע,2,2,745,327,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
